"chat","yhat"
0,12.6657175755971
0,14.3546775821155
0,12.8646406899052
0,13.8798488495455
0,14.3425463878844
0,14.0637472852969
0,14.1999868669833
0,14.9471343111408
0,14.7567401042193
0,11.6072391696123
0,12.4806141983716
1,15.430089360926
0,13.7645755457596
0,12.9778907026781
0,11.8105023339267
1,12.975041381742
0,12.1228206931415
1,14.1111682638383
0,13.704572478257
0,11.7715887606649
0,13.1037292695327
0,12.7768144376278
0,12.9931881394444
0,14.5462857417391
1,13.9499918846382
0,13.3051255293862
0,13.6279443185682
0,14.1575040764194
0,13.7304880095581
0,15.0949341591088
0,12.8391200497299
0,15.862436783688
0,13.1122035412828
0,14.9553758935557
0,13.5196730119776
0,14.8600726804729
0,15.034448932865
0,15.1678793544705
0,14.6613047927519
0,13.9221967147456
0,14.3834701834409
0,14.7290138031715
0,14.6674526378017
0,14.1113723357071
1,15.0648879291818
0,13.9888383734529
0,12.5814028240083
0,12.7342643256898
1,16.4419464296705
0,13.5305214637826
0,16.6545471225753
0,15.3140553704108
0,14.4674059794955
0,13.4369427888656
0,13.5564833836727
0,13.8331449102793
1,17.6446612454578
0,13.5365124067612
0,13.4063985785573
1,13.7938347744507
0,15.5590419703398
1,15.9416417956627
1,12.1320072986989
0,15.94694575349
0,12.0419873295763
0,13.7248712221493
0,12.8586407612655
0,13.6790679855853
0,13.0887747175261
0,12.2976648992252
0,13.2738857977216
0,16.1709810398488
0,15.2510394395242
0,14.8960346638991
0,12.5432465651193
0,12.1018054048285
0,12.0352934218106
0,16.9464301896648
1,13.1431090926305
0,13.4816968934033
0,15.0788580602241
0,17.170013076889
0,15.2994525425406
0,17.4270388210453
0,15.7469167919892
0,12.7560328961999
0,14.6687970483041
0,15.7925552776841
0,11.766001644972
0,13.3406177637894
0,13.378441775458
0,14.1208735345977
0,12.788003756971
0,11.2831917447475
1,14.3779680153027
0,15.4223044092902
0,15.4684466771655
0,12.1488296581349
0,14.428703687403
1,13.8458310991586
0,13.9511716028853
0,13.972855063023
0,14.4020619370515
0,14.3715749370959
0,15.6022422750847
1,16.5513212146963
1,13.2826435213283
0,12.4881557947552
0,12.9506856038676
0,15.3547403144493
1,15.9205138889849
0,17.2543805695562
0,14.6718362892239
0,11.7402147875104
0,13.2528826585309
1,13.9952582158488
0,14.6842646713489
0,13.2107375395615
1,12.9582054593934
0,14.7189159711697
0,13.1783768174316
0,12.1948465074516
1,16.5796892933243
1,15.7234592726546
0,14.110188872161
0,15.3995002000255
1,13.7537265609622
0,14.9819589696797
0,13.5508133755307
0,12.7456878364024
0,14.087805206886
1,11.8154943713316
0,14.2522937173844
0,16.2337438180823
0,12.842479969262
0,14.1881928845708
0,12.9467131917477
0,14.9004844314107
0,13.2649316786055
0,13.6504632564579
0,13.5521267310481
0,13.4052523817283
0,11.8800816583887
1,15.8312919225621
0,14.9913607706281
0,12.6099314780898
0,13.5612697264607
0,14.6925767682157
0,15.2872403835972
0,15.0931143381504
0,16.9362033236715
1,14.5485155085965
0,13.8106106995288
0,13.073358167247
0,14.8680089985405
0,12.748544110489
0,13.7202039979251
0,12.0972119931595
0,14.7088720338379
0,12.7011903569227
0,14.347932962843
0,14.2107023245978
0,13.6271156541572
1,12.7135437316159
1,13.0406370189139
0,14.712074032254
0,15.2472460994289
0,16.0662161085595
1,13.9872795212536
0,14.7579078842754
0,14.7902396998538
0,12.8743405988112
0,12.5578447941645
1,16.187811926174
0,14.2895525485599
0,14.3473228802609
0,14.2939754370699
0,15.0631976611806
0,16.640764206584
0,12.9380657347771
1,12.9527045440918
0,14.9830639203404
0,15.4940661888038
0,13.8619631563503
0,11.7358506070736
0,14.8074859717804
0,16.2634109579105
0,12.3449287488231
0,12.7471122327398
0,13.8249350252483
0,14.3403528034602
1,15.0443236312437
0,15.49066825129
0,16.1344433738809
0,13.4073260455548
0,12.3488126026656
0,13.1904291217138
1,14.3506986411053
0,15.0006522573703
0,15.0982579859586
0,14.0977458645948
1,15.1388332814424
1,16.0158356969396
0,13.9425701230295
0,14.9394253866817
0,14.4690619884549
0,14.5851509576341
0,13.0821442308898
0,13.2259563492439
0,12.801626463043
0,15.2454424933702
0,12.6238206598731
0,13.2335377767353
0,13.6711128954885
0,11.8705975722699
0,14.5393114497093
0,12.9478246385816
0,13.5694438687597
0,14.0837540915808
1,16.4591300517799
0,12.2453912686928
1,14.8173545730477
0,11.5923623825041
0,14.0585890476906
0,12.5978115845885
0,14.4597455920054
0,13.8132888793651
0,12.819992747865
0,13.7227250544471
0,15.6058832159954
0,15.7696596045277
0,13.2120661796038
0,15.4349353152969
0,16.445284292572
0,14.8300152139284
0,13.7085065277909
1,15.0532521732114
0,14.3379157962746
0,17.06740569274
0,13.6878240296941
0,15.2605698624334
0,12.6519682068109
0,13.0671874000711
1,15.911420656002
0,13.4351627497424
0,16.7757285403487
0,13.0288665492849
0,16.0112308597594
0,11.7679847256552
0,12.2577759060742
0,14.6488571583193
0,13.691464479462
1,15.945048833809
0,14.4125452567031
0,13.6313904204102
0,14.4322538716417
0,14.7818410783413
0,12.4035391261227
1,16.0395135510762
0,13.7086438711397
0,13.5263405974225
0,13.7245442795553
1,14.7048793219156
0,12.5796273425405
0,13.834730128676
0,13.1690311295171
0,12.8573694936483
1,14.2905355404929
0,13.8174180890449
1,14.0608707655817
0,13.5012508272207
0,15.3919569795938
1,14.5271372626901
1,14.9526447063012
0,14.7148566235968
0,11.7996796589089
0,14.4821289266125
0,13.6096855170138
0,12.4199061335431
0,15.4783570401021
0,14.4101988107205
0,14.1522638603199
1,14.2746809520334
0,13.6150137984256
0,12.7401706233377
0,14.7805380448818
0,12.1678698984474
0,15.1098291208423
0,13.0495422955778
0,11.7035824495102
0,15.2967683022384
0,15.6392781958956
1,15.8022756280349
0,12.2325946019278
0,11.5289700865662
0,17.443178581514
1,17.8655063592798
0,16.1823886153153
0,13.4307046206548
0,11.5323191882964
0,15.614107828949
0,13.225656929969
0,13.5585808121431
0,15.5743975146661
0,15.1398212741416
0,12.6615072299168
1,13.3329868966885
0,15.5051919128708
0,13.6975027338863
0,16.3662897600083
0,13.7847253488583
0,12.5598160840891
0,14.7858062198051
0,13.9620013149525
0,16.313079498053
0,12.021752931038
0,15.0967314885571
0,13.4343299397912
0,14.3972989600393
0,13.6542955941746
0,14.6778450298404
1,12.9750928888347
0,13.7744270925608
0,12.0236338522937
0,14.6353023720208
0,14.6474707314135
0,12.0363958819459
0,14.3569204416074
0,12.3307611019529
0,15.0925674055591
0,12.1598975920123
0,15.0206545029261
0,12.4202144708371
0,13.5144921340376
0,13.9404492257533
0,12.6479461734927
1,13.3672004537247
0,15.7022651711455
0,13.384272917808
0,12.2676280845329
0,15.3603604574401
0,13.5531772883521
0,13.5919180186235
0,12.365582788937
0,15.1374795195599
0,12.4814383621447
0,12.5010714056017
0,14.4716045825988
0,14.2412065865284
0,13.2016346933287
0,12.4003338528859
0,13.0861082732
0,15.3380442760483
0,14.1600048228092
0,13.1681814250546
0,13.8392019109743
0,12.3218252521633
1,15.0700895160832
0,14.1709121474411
1,13.0912581823413
0,13.3295083393612
0,14.5085496649138
0,13.4812625990475
1,15.3223472588351
0,12.9936909396053
0,14.6697518362873
0,13.2497599597766
0,13.6677566222752
0,15.0905607250791
1,14.0911115410619
1,14.3756228773026
0,14.1145844562905
1,14.864407540314
0,13.7480927307704
0,11.7692685471891
0,13.3206853101464
0,16.0270293969392
0,14.5990436966196
0,14.7752761309417
1,13.030472217545
0,11.4652209654668
0,13.0564164703115
0,13.9580856494961
1,13.800302471273
0,15.9367425841709
0,16.1182826684992
0,12.6078126213766
0,13.0326549613744
0,13.1356036198779
0,16.0816313436655
0,13.9821458939446
0,13.7132475731054
0,13.7212404224182
0,14.9865013090869
0,14.8882083612776
0,15.371301179146
0,12.3637791132355
0,13.9225771491416
0,15.0532694927812
0,12.9488187558448
0,15.3247598870363
1,17.728364960985
1,15.8610591839425
0,11.7033426384635
0,13.6694889223739
0,15.5541137064723
0,13.3443614755183
0,14.23218674909
0,14.5645585753622
1,13.9140704170305
0,15.7930833826006
0,13.4624904804983
1,12.3553094178489
0,11.6943295036807
0,13.0792623570359
0,12.1922927389841
1,13.1867345315306
0,12.1285538285088
0,12.9285934418326
0,15.6798337300526
0,14.5486224211183
0,13.8594929428501
0,11.6060873252671
0,14.4136743952857
0,13.77445986927
0,11.6527783932844
0,15.7502400128569
0,14.3959988724825
0,12.5852066138561
0,14.3956979031945
0,13.9020873538109
0,13.8055818731276
0,15.1253152569483
0,14.0661210828172
1,13.3270302085675
0,13.5593166555535
0,12.9087435179619
0,14.493070052059
0,16.3071341892289
0,13.69886334183
0,15.5676937759644
0,12.6508286443604
0,12.3389251297308
0,15.4560164008963
0,13.1772322066637
1,15.4557268134392
0,15.1987284076416
0,12.0138296106119
0,15.2712292643795
0,16.7720101099529
0,14.8268628031908
0,12.8998455836681
1,16.123339771045
0,14.9589501017001
1,15.5209593615595
0,15.3506235835046
0,13.1688720162156
0,15.9897701922829
0,16.352503976091
0,13.5813105489913
0,13.7142969764652
0,12.3904798057514
0,13.3131939099164
0,14.9431060893586
1,14.8013737638338
0,15.5769126139775
1,14.4929123319094
1,15.6187413330086
0,12.8925888062145
0,14.9242981287277
0,13.5457627065575
0,13.8549531181366
0,13.2483457697023
1,16.3658174452695
0,15.2542572832881
0,12.1835186974131
1,14.2829985591771
0,14.6396024146562
0,14.8824937710908
0,14.8136015446447
0,11.9681136785688
0,15.3578144867695
0,13.463666100075
0,16.5879846461514
0,15.3365074531783
0,11.4475973881073
0,13.6477004995457
0,10.9288230861097
0,15.8432861037114
1,12.8716996288241
0,12.4321367729474
0,15.7166490559813
0,13.2846684532236
0,15.0157035160454
0,15.003905821722
1,17.3182964475013
0,13.1429544312164
0,15.8663285762583
0,14.7804918479275
0,13.1003697404555
0,15.416618227013
0,12.5707171435824
0,11.4775421739373
1,15.5718761777171
0,13.5361351341457
0,12.5460764819392
0,14.7371511452073
0,15.3302542959661
0,15.8696005240356
0,16.492678441217
0,12.0773567303254
0,14.9039532948746
0,16.228332717127
1,15.312475402509
1,16.257907817775
0,13.0789430111777
0,16.1554029570514
0,14.6587802687543
0,12.8427464714173
0,13.8613101221148
0,15.2430747659289
0,16.3520096476214
0,13.6121963648942
0,12.9566929080562
0,16.3246905424839
0,13.6603415400208
0,16.0603506173916
0,16.7437769517888
0,13.6848371343909
0,14.2636115974288
0,15.3976965571573
0,13.547391597434
0,13.5111604452166
0,15.2415454847478
0,13.2834588464184
0,15.5119397391447
0,15.2949010058148
0,13.2423839500233
0,12.9337002863261
0,14.317735228596
0,16.9510541562034
0,14.9948018024341
0,13.8476385006963
0,15.8101060670105
0,11.3983481098188
0,15.0101794857067
0,13.5865101304354
0,14.8359963573268
0,14.9316701104428
0,13.8765827143972
0,15.3346137130466
0,16.6612899848819
0,13.7302885747659
0,14.3422059576682
0,14.8850378670046
0,11.5396000170306
0,12.1972262558583
0,11.862779377721
0,12.2268245321467
0,13.1994686493026
1,12.2647442486592
0,12.2021129433966
0,16.3906652389862
0,15.5809537486053
0,11.9534532105242
0,13.9128976279365
0,15.6928090542749
0,14.3508533750952
0,12.8072708673165
0,13.3597485595312
0,14.8839988163508
0,14.7609850512789
1,13.8020484291344
1,13.7705872927042
0,13.8595945419618
0,14.0070941971102
0,15.1902693723587
0,14.9776689952268
0,16.0184103672369
1,14.3129693768961
0,13.5150628798275
0,13.4778484310629
0,13.3664693393765
0,14.0969768665069
0,15.3408014504093
0,15.8640407555941
1,13.5074105016781
0,15.3134597622998
1,15.1264917607666
0,13.9910884746599
0,12.3662557307177
0,11.3803730795948
0,14.4915315175534
0,15.3003444840677
0,12.1537902574377
0,13.0152208507781
0,11.6874302404578
0,14.6678164233657
0,13.1034439924762
0,11.8474846925628
0,13.9075632503527
1,13.4852790669975
0,11.9992924956007
0,13.6573877509181
0,15.7711220819742
0,15.0253727853513
0,13.3166726992733
0,16.9974435629774
0,14.2066701920811
0,14.4632457932187
0,16.335994078477
1,14.2513319014227
0,14.3944029167675
1,13.8953187179156
0,12.7417264166451
0,12.1151496967284
0,12.8238674497345
1,13.3866780558029
0,16.289792492273
0,15.2549108737321
0,14.6740852659269
1,12.7870917282814
0,15.7205050540521
0,13.4068177580585
1,13.4673829275455
0,14.0204260056228
0,12.6473953619455
0,15.7355678465355
0,14.706840464491
0,13.4284064649205
0,13.3121983134356
0,15.956161064068
0,16.2347738045082
0,16.3095026598
0,14.7416215164196
0,15.0151837260323
0,14.6334589338462
0,14.0595922546612
0,12.8104071789976
0,15.6563643408426
0,16.6736662110898
0,14.8851798900227
0,15.2772764520289
0,14.6414186359684
0,14.2359455939124
0,12.8290192606979
1,15.9007050411112
0,15.6342737472875
0,13.6768589137063
0,14.3088380803129
0,13.6093932982215
0,16.6278173318422
0,16.0032528815001
0,13.4673127056777
0,14.9656810863544
0,12.7700315087504
0,15.0935786996118
0,13.2949387897961
0,14.3147350362887
1,14.9047184061878
0,15.3659019946321
0,13.7618205147392
0,13.8857248065215
0,13.9111713627532
0,13.6550259045001
0,12.5633549212582
0,13.3255820503815
0,14.830809514757
0,15.4056092818566
0,13.8502726514197
1,13.4892388247689
0,15.2773523460037
1,13.7079008306904
0,12.8010854493375
0,13.0248611344638
0,12.6581002455746
0,13.205462860968
0,14.2499199703447
0,12.9881236091358
0,12.074076940386
0,13.0339499850958
0,12.3252838670152
0,13.9338303979834
1,14.2666231363191
0,13.143587253557
0,15.2781085666719
0,13.9195250385016
1,14.5173319773191
1,11.6885310170171
1,13.6151888797155
0,15.1984697885861
0,14.8001459978659
0,12.7119184962881
0,15.6690931455746
0,15.5251420652731
0,14.429312958536
0,13.0079419891435
0,13.5062456033463
0,14.2447812104868
0,15.0790533917942
0,12.8526975988433
0,14.5652915722585
0,13.9187572293882
0,13.4063208871063
0,14.4743444543524
0,13.1295429608987
0,13.563394348556
0,15.5418601029101
0,12.2625100585747
0,14.2937132156403
0,15.4463069907041
0,14.0318562989587
1,13.786761968386
0,14.5026270365003
0,16.649542272431
0,15.4634920575595
0,17.0901355862806
0,16.4885212434435
1,13.4247451986779
0,14.8466431807775
0,13.1463351995276
0,16.7726727873581
0,12.4232777605402
0,12.0307023573852
0,15.0058690911564
0,12.0742563238128
0,15.8578733937013
0,16.0491132610437
0,14.7367286237831
0,15.080065808307
0,15.5917128986135
0,13.4692793178911
0,13.9377661057948
0,13.992449059436
0,14.606230029506
0,12.8902984327883
0,13.2194901410394
0,14.6559828344477
0,14.4093193636227
0,14.8925489621759
1,13.4823193125807
0,15.4377247360342
0,14.8034001643513
0,15.9327970236597
1,12.7959787919329
0,11.483212793372
1,16.2606284048372
0,13.4100359855094
0,17.2626903541971
0,14.0133230973662
0,16.0055194502252
1,13.9386199327789
0,14.3655386290938
0,14.2854989053958
0,14.484628588848
0,12.9637177793656
1,13.3667929950183
0,12.4136088116694
0,12.0908960692971
0,15.0953091706758
0,15.7909119695024
1,12.9750674092719
0,13.9800224887502
1,13.0916102692816
1,16.0224400748055
0,13.2109652761224
0,12.7377685332205
0,12.83416117929
0,14.6454202038339
0,13.8500454661894
1,14.3652846159537
0,14.2368426853235
0,13.1193129425655
0,13.2871215025191
0,12.7694974509203
0,16.2563987138073
0,13.37974615513
0,11.6981109625336
0,13.0675561349698
0,15.5115491938995
0,12.6030896774077
0,16.9607393018298
0,14.3925655398699
0,15.6026121952503
0,14.7572922851008
0,13.0610143045386
0,15.1934538934498
0,12.6425652542819
0,16.2364570423326
0,16.4167691249586
1,14.8110861322494
1,13.4634077700156
0,11.820558710107
0,14.0369160779568
0,12.9530324282904
0,12.7082900449054
0,13.2708930428595
0,16.6026199478094
0,11.8239095196569
0,14.2332445872587
0,16.1301008043149
0,15.6688485718856
0,16.2602385475372
1,15.2712777141324
0,15.0897252769701
0,14.7975491054151
0,16.1370648233391
0,12.3215052919008
0,14.9324935747843
0,13.3683576554512
0,11.9942929065036
0,12.5438679431193
0,14.409116173369
0,12.958005902894
0,14.1594624165964
0,15.1491249871145
0,12.6752867332203
0,15.6011486277498
0,14.6549054832999
0,13.2878820659594
0,16.0193913069131
1,16.4504377785279
0,15.2559433245602
0,14.6974297258046
0,15.0245215891583
1,15.5700666557755
0,12.8127382307179
0,13.6350713212985
0,15.8498590813808
0,13.0552479980705
0,14.8225442330089
0,14.2722664540556
0,13.3793192974433
0,13.0681806135973
0,15.718869481756
1,14.1273507995461
0,12.1342952071178
0,12.5293258357337
0,15.6984252255908
0,15.1976134788743
0,14.1894201795037
0,15.5932024156877
0,13.21814065534
0,12.8351137133983
0,14.8629216938602
1,15.8110405575882
0,12.5040084792968
1,13.3409877819607
0,13.5206496682381
0,13.4734385326155
1,16.5106559938517
1,14.1304497712275
0,13.5415345714517
0,15.2496933587729
0,15.6710219549995
0,14.0674938754761
0,13.4079032233723
1,12.9804398072078
0,14.0531249127368
1,14.2967625461059
0,15.7417022013802
0,15.4287226276023
0,13.3471831683035
1,16.7243061398976
1,15.9175928997348
0,14.6825372878587
1,15.1868195745815
0,15.4461964893632
0,13.8398471678647
0,15.5927371522218
0,11.2873934857461
0,14.1053967474323
1,13.5564194416637
0,16.1956094998898
0,15.9626382693449
0,15.1976931592437
0,16.4474934000502
0,14.5948072496258
0,16.0771693351668
0,13.9459592519954
0,12.3612900638885
1,14.9815999302498
0,13.6345514609945
0,13.6635429426437
0,14.230393268956
1,13.4703578826181
0,16.3612452343313
0,13.1737045331434
0,14.0857081931147
0,12.6251545222686
1,13.5075672521539
0,11.1319766622316
1,14.4646188822487
1,15.0657035004085
0,12.5287881416124
0,13.8241569892988
0,12.2953966104063
0,12.4289516633503
0,15.8560944611767
1,13.5042812086217
0,14.6042808256388
0,11.8485485196651
0,13.0225146258161
0,14.6381465071636
0,12.031439739965
1,14.67668963829
0,16.0879902742341
1,14.5612209818192
0,11.6371202245507
0,14.1758792222828
1,12.3233839343603
0,12.0718143946275
0,14.1472485340942
0,12.9704136508216
0,14.5885092408865
0,13.6784054454282
1,11.8924877019597
1,12.4693469104949
0,15.2047427663674
0,13.7375465477353
0,14.4800447102904
0,15.8966973260338
0,14.3963435974178
0,14.46664494074
0,15.7557985367463
0,12.286217412489
1,13.7771172734139
0,14.4850052194738
0,13.2081348885041
0,15.2331081311463
0,14.1516990565202
1,13.6135963028569
0,13.1092239978161
0,13.7058688664281
0,14.0005785986119
0,13.5632030433743
0,15.164537023363
0,12.5978976199053
0,12.3905069307799
0,11.6931999055053
0,15.9031826202819
0,12.9363787056856
0,13.9563802527323
0,15.5423379120216
0,13.4961681950886
0,12.5241908225121
0,12.321288364413
0,15.3767761513137
0,13.5930890188691
0,15.6334113039757
0,11.5965683962662
0,13.0484344965147
0,17.2473114305673
0,13.3491320871273
1,13.9038692761367
1,15.4766674720627
0,17.2012628670797
0,15.7694150063392
0,11.716223162778
0,13.5364531921654
0,13.3986977883438
0,13.4587808104208
1,14.6124049713957
0,13.2955808270035
1,16.4081441675434
0,13.2299992661885
1,12.8682920253501
0,14.0849319400502
0,14.3384490623584
0,15.382099321835
0,13.1658774039126
0,17.1347912338081
0,11.6805324234175
0,14.7201031482093
0,15.9423577672741
0,15.8508605576327
